"Description","Rooms","m_sq","Series","Price","Floor_nr","Max_floors","Hood","Street_a","Street"
"Tiek pardots dzivoklis



50m2

Divas istabas

Virtuve

Vannasis","2",50,"P. kara",140000,5,6,"Centrs","Stabu 29","Stabu"
"Plasa saulaina Terase, Zeme majas piegulosaja teritorija un daud","2",138,"Jaun.",134900,2,2,"Bergi","Bergu 17","Bergu"
"Pardod izsmalcinatu dzivokli Rigas klusaja centra, Strelnieku ie","5",254,"P. kara",1e+06,5,6,"Centrs","Strelnieku 9","Strelnieku"
"Pardod plasu 3 istabu dzivokli Vestnieku rajona. 



Dzivoklis s","3",80,"P. kara",232000,4,5,"Centrs","Ausekla 3","Ausekla"
"Pardod dzivokli pec kapitala remonta. Erts planojums - istabas i","2",43,"Hrusc.",54000,3,5,"Jugla","Kveles 37","Kveles"
"Äâóõóðîâíåâàÿ êâàðòèðà ñòóäèÿ, 2 ñàíóçëà, 3 èçîëèðîâàííûå êîìíàò","5",150,"Stalina",174500,3,3,"Ilguciems","Stures 1A","Stures"
"Pardosana 2-istabu dzivoklis ar lodziju, apzalumota rajona ar li","2",52,"602.",48500,8,9,"Plavnieki","Zemes 12","Zemes"
"Ñîëíå÷íàÿ è ñâåòëàÿ êâàðòèðà ñ ïðîñòîðîíîé ëîäæèåé. Ëîäæèÿ îòäåë","1",46,"104.",57000,9,16,"Plavnieki","Saharova 22","Saharova"
"Pardod vienistabas dzivokli ar krasns apkuri Daugavpils iela.","1",25,"P. kara",24999,3,5,"Maskavas priekspilseta","Daugavpils 54","Daugavpils"
"Pasa Rigas centra pardod plasu dzivokli. 

-Dzivoklis atrodas pa","5",132,"P. kara",158400,1,5,"Centrs","Blaumana 27","Blaumana"
"Àïàðòàìåíòû â áàøíÿõ Philosophers c ïàíîðàìíûì âèäîì íà ãîðîä","3",116,"Jaun.",327000,17,23,"Agenskalns","Ranka d. 34","Ranka"
"Tikai 1250 eiro par m2. Tikko izremontets, moderns, dzivoklis ci","3",148,"Jaun.",185000,12,12,"Zolitude","Anninmuizas 13","Anninmuizas"
"Loti laba lokacija. Dzivoklis neliels, bet ar izoletam istabam 1","2",38,"LT proj.",43000,1,5,"Purvciems","Dudajeva g. 10","Dudajeva"
"Ipasnieks pardod plasu un gaisu 4-istabu dzivokli vislabakaja vi","4",78,"602.",68000,6,9,"Plavnieki","Rudens 10","Rudens"
"Êâàðòèðà íå óãëîâàÿ è î÷åíü ò¸ïëàÿ. Óäîáíàÿ ïëàíèðîâêà - ""ðàñïàø","3",59,"Hrusc.",55500,5,5,"Jugla","Juglas 37","Juglas"
"Pardodu gaisu, siltu, nestandarta dzivokli laba stavokli jauna p","3",76,"Renov.",63000,4,9,"Centrs","Klusa 20","Klusa"
"Pardodu saulainu 1 istabas dzivokli Teika. Komunalie vasara 65.0","1",34,"103.",38000,5,5,"Teika","Zalisa 5","Zalisa"
"Ðåçåðâàöèÿ â ïðîåêòå ""Harmonija"". 

""Harmonija"" - ýòî êîìôîðòíûé","1",30,"Jaun.",49200,3,3,"Aplokciems","Aplokciema 8","Aplokciema"
"Ïðîäàþ îäíîêîìíàòíóþ êâàðòèðó â öåíòðå Áîëäåðàÿ ( Finiera iela 9","1",33,"103.",35000,4,5,"Bolderaja","Plata 18","Plata"
"Õîçÿéêà ïðîäàåò 1-þ êâàðòèðó ïëîùàäü -24êâ ì 5/5 äîìå ñî âñåìè ó","1",24,"P. kara",33000,5,5,"Centrs","Krasotaju 25","Krasotaju"
"Ïðîäàåòñÿ î÷åíü óþòíàÿ êâàðòèðà ñ ðåìîíòîì. Êóõíÿ Skavolini ñ áû","3",75,"119.",77500,7,9,"Zolitude","Ruses 26","Ruses"
"Projekta attistitajs pardod 3 istabu dzivokli jaunaja projekta ""","2",72,"Jaun.",162000,2,7,"Centrs","Pulkv. Brieza 35","Pulkv"
"Projektu attistitajs pardod mebeletu trisistabu dzivokli, jaunaj","3",85,"Jaun.",194000,3,7,"Centrs","Pulkv. Brieza 35","Pulkv"
"Ñîáñòâåííèê ïðîäà¸ò 4õ êîìíàòíóþ ìåáëèðîâàííóþ êâàðòèðó 119 ñåðè","4",95,"119.",115000,2,9,"Plavnieki","Deglava 104","Deglava"
"Ñîáñòâåííèê ïðîäà¸ò 4õ êîìíàòíóþ ìåáëèðîâàííóþ êâàðòèðó 119 ñåðè","4",95,"119.",115000,2,9,"Purvciems","Deglava 104","Deglava"
"Saulains, kosmetiski remontejams divistabu dzivoklis Teika. Piem","2",42,"Hrusc.",50800,1,3,"Teika","Aizkraukles 30","Aizkraukles"
"Gaiss, plass dzivoklis ar lodziju un lielisku atrasanas vietu Br","2",53,"Specpr.",85050,4,8,"Centrs","Brivibas 162","Brivibas"
"Êâàðòèðà ñ êàìèíîì è ñàóíîé â ñàìîì ñåðäöå Ðèãè. 

Ïðîäàåòñÿ 2-õ","2",83,"Jaun.",199900,4,5,"Vecriga","Kungu 25","Kungu"
"Ipasniece pardod dzivokli Mangalsala, klusa un skaista vieta. So","1",61,"LT proj.",42700,3,5,"Mangalsala","Albatrosu 20","Albatrosu"
"Pardod dzivokli renoveta eka, kas buveta 1900.gada, projekta aut","3",96,"Renov.",135000,3,3,"Agenskalns","Margrietas 16","Margrietas"
"Pardod 1 istabas dzivokli Jersikas iela 29. Atrodas 3. stava. Sa","1",29,"P. kara",26000,3,4,"Maskavas priekspilseta","Jersikas 29","Jersikas"
"Divu limenu dzivoklis ar gulamistabu un studijas tipa viesistabu","2",36,"Jaun.",70590,4,4,"Zasulauks","Valentina 16 k3","Valentina"
"Dzivoklis atrodas Sitas iela 46.

Pardod plasu, gaisu vienistabu","1",40,"M. gim.",36000,3,5,"Plavnieki","Lubanas 113","Lubanas"
"Pardosana 2-istabu dzivoklis ar divam lodzijam, blakus Zolitudes","2",58,"119.",57000,4,9,"Zolitude","Gramzdas 19 k-2","Gramzdas"
"Ïðîäà¸òñÿ 4-¸õ êîìíàòíûé ïåíòõàóñ â êëóáíîì äîìå, ïî àäðåñó Berg","3",140,"Jaun.",86000,3,3,"Bergi","Jaunibas 11","Jaunibas"
"Attistitajs piedava ieprieksejai rezervacijai studijas tipa 1. i","1",33,"Jaun.",50000,7,10,"Plavnieki","Rembates 10","Rembates"
"Pardodu gaumigu 1 istabu dzivokli Rigas centra. 

+ieeja no seta","1",30,"P. kara",47000,5,7,"Centrs","Zvaigznu 24","Zvaigznu"
"Tiek pardots silts un saulains divistabu dzivoklis loti zala un","2",46,"103.",51000,5,5,"Mezciems","Bikernieku 220","Bikernieku"
"Piedavajam iegadaties svaigi izremontetu studio tipa dzivokli re","1",22,"Renov.",23540,2,2,"Plavnieki","Rencenu 16","Rencenu"
"Pirksanai tiek piedavats studio tipa dzivoklis ar ieksejo apdari","1",16,"Renov.",17617,1,2,"Plavnieki","Rencenu 16","Rencenu"
"Mes piedavajam 3 istabu dzivokli Mezaparka divstavu eka 1. stava","3",95,"P. kara",295000,1,2,"Mezaparks","Siguldas pr. 48","Siguldas"
"Ïðåäëàãàåì 3-õ êîìíàòíóþ êâàðòèðó â Ìåæàïàðêå â äâóõýòàæíîì äîìå","3",95,"P. kara",295000,1,2,"Mezaparks","Siguldas pr. 48","Siguldas"
"Âëàäåëåö ïðîäàåò îäíîêîìíàòíóþ êâàðòèðó . Êâàðòèðà - ñîëíå÷íàÿ è","1",26,"P. kara",22000,2,3,"Ilguciems","Bullu 52","Bullu"
"Ipasnieks pardod prieks sevis buvetu dzivokli, kura visi logi pa","2",60,"Renov.",144500,2,3,"Centrs","Artilerijas 25","Artilerijas"
"Pardosana dzivoklis ar stavvietu seta aiz barjeras. Maja ir lift","1",31,"Specpr.",71000,3,6,"Centrs","Stabu 11","Stabu"
"Iespejams, ka kvalitativakais sobrid noperkamais dzivoklis saja","4",155,"P. kara",320000,1,6,"Centrs","Valdemara 71","Valdemara"
"Pardod dzivokli, kura var izmantot ka biroju. Tas atrodas renove","3",101,"P. kara",65000,1,6,"Centrs","Stabu 92","Stabu"
"Pardodu siltu, klusu 3 istabu dzivokli loti laba situeta vieta.","3",70,"602.",49500,1,9,"Darzciems","Zeltinu 20","Zeltinu"
"Dzivoklis + garaza. 

Dzivoklis ir normala stavokli ar visam ert","2",43,"P. kara",50000,5,6,"Centrs","Klijanu 3","Klijanu"
"Mezaparks  pievilcigaka apkaime dzivosanai Riga .

Jauks dzivok","2",40,"Specpr.",36000,1,2,"Mezaparks","Stendera 17 C","Stendera"
"Pardodas 2- istabu dzivoklis, loti laba infrastruktura (blakus v","2",38,"LT proj.",37500,1,5,"Kengarags","Lokomotives 78","Lokomotives"
"Fantastisks dzivoklis pilsetas centra renoveta daudzstavu nama,","6",178,"Renov.",309000,5,6,"Centrs","Terbatas 59/61","Terbatas"
"Ipasnieks pardod 3 istabu dzivokli. Dzivokla platiba 55 kv. m.","3",55,"Hrusc.",49900,1,6,"Ziepniekkalns","Berzupes 33","Berzupes"
"Ïðîäà¸òñÿ ïðîñòîðíàÿ, ñâåòëàÿ, ñîëíå÷íàÿ, î÷åíü ò¸ïëàÿ, äâóõêîìí","2",56,"Specpr.",145000,3,5,"Centrs","Stabu 15","Stabu"
"Visas labiericibas, centrala apkure, 2 istabas - viena istaba st","2",44,"Specpr.",20980,2,2,"Bolderaja","Lemesu 2A","Lemesu"
"Ïëàíèðóåòñÿ ðåíîâàöèÿ äîìà. çåìëÿ â ñîáñòâåííîñòè. äâå èçîëèðîâà","2",30,"P. kara",24000,1,2,"Maskavas priekspilseta","Dzirnavu 171","Dzirnavu"
"Pardod 2 istabas dzivokli Ilukstes iela 101, Purvciema. Attistit","2",50,"103.",79000,4,5,"Purvciems","Ilukstes 101","Ilukstes"
"Dizaina sedevrs, pilniba mebelets dzivoklis Loft stila renoveta","4",140,"Jaun.",330000,2,3,"Centrs","Artilerijas 6a","Artilerijas"
"Dizaina sedevrs, pilniba mebelets dzivoklis Loft stila renoveta","4",140,"Jaun.",290000,1,3,"Centrs","Artilerijas 6a","Artilerijas"
"Cena autostavvieta, dzivoklis kapitali renoveta, eleganta arhite","3",109,"Renov.",275301,5,6,"Centrs","Valdemara 37","Valdemara"
"Ipasnieks pardod 1.istabas dzivokli privataja maja Bolderajas ce","1",29,"Priv. m.",9000,1,2,"Bolderaja","Miglas 11a","Miglas"
"Kvalitativa apdare un aprikojums jaunam dzivoklim tuvaja centra,","3",76,"Renov.",140000,3,6,"Centrs","Birznieka-Upisa 29","Birznieka"
"Penthaus ar autonomu ieeju, lielu terasi, savu zemes gabalu, dzi","2",133,"Jaun.",134900,2,2,"Jugla","Juglas krastm. 17","Juglas"
"Ipasnieks pardod plasu, saulainu trisistabu dzivokli ar koka gri","3",68,"Stalina",80000,2,5,"Ilguciems","Daugavgrivas 132/2","Daugavgrivas"
"Prestizaja Vestniecibu rajona skaista Judgendstila maja tiek pie","5",143,"Renov.",310000,5,5,"Centrs","Ausekla 6","Ausekla"
"Dzivoklis gaiss, remontets, bez mebelem, gazes plits, velasmasin","2",47,"LT proj.",40000,1,5,"Kengarags","Maskavas 258/7","Maskavas"
"Majigs un saulains 4.istabu dzivoklis pasa Vecmilgravja centra.","4",78,"602.",78000,7,9,"Vecmilgravis","Dombrovska 41","Dombrovska"
"Âëàäåëåö ïðîäà¸ò 2-õ êîìíàòíóþ êâàðòèðó. Ñîëíå÷íàÿ è ò¸ïëàÿ, â ä","2",65,"Jaun.",107000,4,6,"Imanta","Progresa 3","Progresa"
"Piedavajam iegadei 1 istabu dzivokli, 41.51 kv. m. ekas 3. stava","1",42,"Jaun.",99000,3,4,"Teika","Keguma 39 B","Keguma"
"Piedavajam iegadei 3 istabu dzivokli, 74.36 kv. m. ekas 1. stava","3",74,"Jaun.",157000,1,4,"Teika","Keguma 39 C","Keguma"
"Ipasnieks pardod dzivokli ar tris izoletam istabam. Udens. Gaze.","3",66,"Stalina",55780,1,2,"Centrs","Katrinas d. 24/3","Katrinas"
"Öåíòðàëüíîå îòîïëåíèå. Îòäåëüíàÿ êâàðòèðà ñî ñâîì òóàëåòîì ò äóø","1",19,"M. gim.",20000,2,5,"Teika","Burtnieku 33","Burtnieku"
"Êâàðòèðà ïîñëå ðåìîíòà, âñòðîåííàÿ êóõíÿ, ñòèðàëüíàÿ ìàøèíà, õîë","1",18,"M. gim.",20000,2,5,"Purvciems","Burtnieku 33","Burtnieku"
"Pardod nesen remontetu cetristabu dzivokli 602 serijas maja Ziep","4",77,"602.",93000,7,9,"Ziepniekkalns","Valdeku 52","Valdeku"
"Pardod plasu un gaisu divistabu dzivokli Jugla. 



Pardomats 2","2",43,"Hrusc.",36550,5,5,"Jugla","Lilastes 1","Lilastes"
"Ipasnieks pardod mura-koka maja vienistabas dzivokli ar iesakto","1",22,"Specpr.",11800,1,2,"Tornakalns","Vienibas g. 126","Vienibas"
"Ipasnieks pardod mura-koka maja vienistabas dzivokli. Krasns apk","1",25,"Specpr.",9880,2,2,"Krasta"," Lubanas 17","Lubanas"
"Tiek piedavats iegadaties svaigi izremontetu divistabu dzivokli.","2",52,"Hrusc.",56000,1,5,"Sarkandaugava","Sliezu 35","Sliezu"
"Ïðîäà¸òñÿ 2-êîìíàòíàÿ êâàðòèðà. Òðåáóåòñÿ ðåìîíò, ïîýòîìó îòëè÷í","2",49,"LT proj.",38900,4,5,"Kengarags","Lokomotives 64","Lokomotives"
"Nedaudz bohemisks dzivoklis Ncc projekta maja mekle jaunu saimni","2",57,"Specpr.",95000,3,4,"Mezciems","Bikernieku 160","Bikernieku"
"Pilnigi jauns, neapdzivots dzivoklis projekta ""Ezerparka nami"".","2",37,"Jaun.",75000,5,6,"Ciekurkalns","Rusova 7","Rusova"
"Ñîëíå÷íàÿ, ñâåòëàÿ êâàðòèðà. 

×àñòè÷íûé ðåìîíò. Ñäåëàí â 2019 ã","2",56,"Stalina",77000,2,5,"Centrs","Valdemara 147/2","Valdemara"
"Pardodu plasu dzivokli Valdemara iela 106. Dzivoklis ir laba sta","2",59,"Stalina",88000,2,5,"Centrs","Valdemara 106","Valdemara"
"Pardodas pedejais 3 istabu dzivoklis 89ì2, istabas nav caurstaig","3",89,"Renov.",72000,3,3,"Ziepniekkalns","Malu 16","Malu"
"Ipasnieks pardod 1.5 istabas dzivokli Zasulauka. Veikts kapitala","2",31,"P. kara",28000,1,2,"Zasulauks","Darba 11a","Darba"
"Tiek pardots gaumigs dzivoklis skaista un klusa vieta netalu no","2",65,"Renov.",125500,4,5,"Dzeguzkalns","Udens 12","Udens"
"Piedavajam skaistu, plasu tris istabu dzivokli Centra ar plasu v","3",81,"Specpr.",131500,6,6,"Centrs","Caka 70","Caka"
"Pardosana tiek piedavats dzivoklis ar premium klases apdari Riga","1",31,"Renov.",86520,7,7,"Centrs","Blaumana 12","Blaumana"
"Â êâàðòèðå ñäåëàí êà÷åñòâåííûé, êàïèòàëüíûé ðåìîíò ïîìåíÿíû ðàäè","2",49,"602.",57000,1,9,"Purvciems","Nicgales 4","Nicgales"
"Pardosana piedavajam 4 istabu dzivokli Kuldigas iela. Viena no s","4",101,"Renov.",253000,5,5,"Agenskalns","Kuldigas 45b","Kuldigas"
"Klusaja Agenskalna dala tiek piedavats iegadaties plasu un gaisu","3",62,"Renov.",128500,2,2,"Agenskalnsm"," Nometnu 78","Nometnu"
"Klusaja Agenskalna dala tiek piedavats iegadaties plasu un gaisu","3",69,"Renov.",139900,1,2,"Agenskalnsm"," Nometnu 78","Nometnu"
"Klusaja Agenskalna dala tiek piedavats iegadaties plasu un gaisu","3",67,"Renov.",138900,2,2,"Agenskalnsm"," Nometnu 78","Nometnu"
"Klusaja Agenskalna dala tiek piedavats iegadaties plasu un gaisu","3",62,"Renov.",127500,1,2,"Agenskalnsm"," Nometnu 78","Nometnu"
"Lieliska planojuma dzivoklis izcila atrasanas vieta. Blakus viss","3",72,"LT proj.",54900,5,5,"Ilguciems","Lidonu 22","Lidonu"
"Pardosana dzivoklis unikala projekta Lofts&rosegold Rigas Klusaj","3",119,"Jaun.",351335,6,7,"Centrs","Strelnieku 8","Strelnieku"
"For sale



Old Riga is a place where to stay and enjoy the arch","3",90,"Jaun.",185000,2,6,"Vecriga","13. janvara 21","13. janvara"
"Pardosana gaiss, plass tris istabu dzivoklis ar remontu. 



Par","3",79,"Stalina",89000,2,3,"Ilguciems","Stures 1a","Stures"
"Ïðîäàåì êâàðòèðó â ×åêóðêàëíñå

äâóõ ýòàæíûé äîì , êâàðòèðà íà â","2",43,"P. kara",28900,2,2,"Ciekurkalns","Ciekurkalna 4. sk l. 2","Ciekurkalna"
"Ïðîäàåòñÿ 2-óõ êîìíàòíàÿ ñâåòëàÿ, òåïëàÿ è óþòíàÿ êâàðòèðà â áëà","2",44,"Specpr.",46000,1,9,"Sarkandaugava","Viestura pr. 51","Viestura"
"Vieta - katra Purvciema cienitaja sapnis. Transporti uz visam de","3",63,"602.",69000,4,9,"Purvciems","Dzelzavas 25","Dzelzavas"
"Tiek pardots plass un gaiss dzivoklis 467.serijas maja. Dzivokli","3",58,"467.",55000,8,9,"Ilguciems","Dzirciema 65","Dzirciema"
"Divistabu dzivoklis klusa vieta ar apzalumotu pagalmu, tikai 100","2",49,"Hrusc.",57900,2,3,"Ciekurkalns","Starta 24","Starta"
"Ïðîäàåòñÿ ïðèÿòíàÿ êâàðòèðà â êèðïè÷íîì äîìå. 



Ïðîñòîðíàÿ êîì","1",37,"M. gim.",36000,7,12,"Kengarags","Bultu 7","Bultu"
"Piedavajam iegadaties plasu, musdienigi labiekartotu 5 istabu dz","5",136,"Jaun.",315000,5,7,"Centrs","Caka 134","Caka"
"Ïðîäà¸ì ïåðåïëàíèðîâàííóþ 4 êîìíàòíóþ êâàðòèðó. 

Îáå ëîäæèè ïðè","4",80,"602.",78000,3,9,"Vecmilgravis","Dombrovska 39","Dombrovska"
"Pardodam 4-istabu dzivokli 119. serija. 

Maja uzbuveta 1989. ga","4",96,"119.",99900,1,10,"Zolitude","Biezina 9","Biezina"
"Attistitajs piedava majigu un gaisu 3-istabu dzivokli restaureta","3",64,"Renov.",138030,1,6,"Centrs","Birznieka-Upisa 10A","Birznieka"
"Pardod plasu, svaigu, 3 gulamistabu dzivokli fasades maja ar tik","4",133,"P. kara",230000,6,6,"Centrs","Valdemara 53","Valdemara"
"Tiek pardots gaiss, silts 2 istabu dzivoklis. Nomainiti radiator","2",42,"Hrusc.",48000,5,5,"Teika","Raunas 35/2","Raunas"
"Kvartals B91 - jauni mebeleti dzivokli renoveta eka Rigas centra","3",57,"Renov.",149000,3,6,"Centrs","Brivibas 91","Brivibas"
"Tiek pardots gaiss, silts 2 istabu dzivoklis. Nomainiti radiator","2",42,"Hrusc.",48000,5,5,"Purvciems","Raunas 35/2","Raunas"
"Ïðîäà¸òñÿ ñâåòëàÿ , óþòíàÿ 2- êîìíàòíàÿ êâàðòèðà , 

äâå çåìåëüí","2",48,"LT proj.",45000,5,5,"Purvciems","Dudajeva g. 2","Dudajeva"
"Ipasnieks pardod mebletu 2 istabu dzivokli gatavu dzivosanai pec","2",30,"Renov.",45000,3,4,"Vecmilgravis","Emmas 28","Emmas"
"Dzivoklis blakus Sky&more laba mura maja ar remontetu kapnu telp","1",21,"P. kara",16900,4,4,"Sarkandaugava","Duntes 52","Duntes"
"Koka maja, atjaunota. Neskatoties uz to, ka pirmais (""paaugstina","1",22,"P. kara",17500,1,2,"Purvciems","Deglava 27","Deglava"
"Pardodu lielisku dzivokli klusa vieta, zalss pagalms, labi kaimi","3",128,"Jaun.",220000,3,3,"Agenskalns","Vienibas g. 43","Vienibas"
"Pardosana 2-istabu dzivoklis kiegelu mazdzivoklu maja. Tas sasta","2",34,"P. kara",28500,1,2,"Kengarags","Janavartu 9","Janavartu"
"Ïðîäàåò õîçÿéêà. Ïîñðåäíèêîâ ïðîñüáà íå áåñïîêîèòü. Ïðèâàòèçèðîâ","3",60,"Specpr.",62000,2,3,"Centrs","Matisa 20","Matisa"
"Ïðîäà¸òñÿ ñóõàÿ, ñîëíå÷íàÿ, íåóãëîâàÿ 2õ êîìíàòíàÿ êâàðòèðà. 

Ó","2",50,"602.",42500,1,9,"Plavnieki","Slavu 15","Slavu"
"Pardosana stiligs un plass 2-istabu dzivoklis ar kapitalo un mus","2",59,"P. kara",110000,7,7,"Centrs","Brivibas 59","Brivibas"
"Dzivolis, kurs sniedz dzivosanas prieksrocibas, ka privatmaja.","4",138,"Jaun.",229500,4,4,"Mezciems","Bikernieku 122","Bikernieku"
"Jauks, gaiss un plass dzivoklis pirmskara laika celta pagalma ma","3",71,"P. kara",105000,3,4,"Centrs","Bruninieku 52","Bruninieku"
"Ïðîäàåòñÿ 2õ êîìíàòíóþ êâàðòèðà - ñòóäèþ â íîâîñòðîéêå. Áîëüøèå","2",47,"Jaun.",72900,1,9,"Plavnieki","Salnas 21","Salnas"
"Ïðîäàåòñÿ òåïëàÿ è ñîëíå÷íàÿ êâàðòèðà. Ñòåêëîïàêåòû, æåëåçíàÿ äâ","3",61,"LT proj.",60000,2,5,"Kengarags","Maskavas 254/3","Maskavas"
"Pardod 3-istabu dzivokli, 119. serija, Zolitudes rajona. 3 minus","3",74,"119.",78000,1,9,"Zolitude","Lejina 7","Lejina"
"Piedavajam iegadaties 6 istabu dzivoklis pilsetas centra ipasa p","6",149,"Specpr.",230000,3,6,"Centrs","Stabu 11","Stabu"
"Lieliska iespeja iegadaties burvigu dzivokli pasa Rigas sirdi.","3",93,"Renov.",280000,2,5,"Centrs","Dzirnavu 60","Dzirnavu"
"Pardod dzivokli ar tris izoletam istabam 103. serijas maja, kas","3",66,"103.",89000,1,5,"Imanta","Progresa 38","Progresa"
"Êâàðòèðà ñ óþòíîé, çàêðûòîé ñî âñåõ ñòîðîí òåððàñîé è ëîäæèåé. Â","5",167,"Jaun.",294950,15,17,"Imanta","Anninmuizas 38","Anninmuizas"
"Pardod siltu un majigu 2 istabu dzivokli Zeltinu iela 13, Darzci","2",51,"602.",56000,6,9,"Darzciems","Zeltinu 13","Zeltinu"
"Õîçÿèí ïðîäà¸ò êâàðòèðó ïîñëå êàïèòàëüíîãî ðåìîíòà. Êâàðòèðà íå","1",35,"M. gim.",39900,7,12,"Ziepniekkalns","Ozolciema 8","Ozolciema"
"Tiek pardots dzivoklis, visa santehnika/apkure nomainita, ievilk","2",40,"Hrusc.",39000,1,5,"Ilguciems","Saulgozu 9","Saulgozu"
"Pardodu dzivokli ar 2 izoletam istabam, laba rajona. Jaunas komu","2",44,"Hrusc.",50000,5,5,"Purvciems","Raunas 35","Raunas"
"Pardod. 

Zeme ipasuma. 119 serijas tris istabu dzivoklis. 

Sle","3",74,"119.",72900,4,9,"Zolitude","Biezina 7","Biezina"
"Pardodu izremontetu, plasu 3 istabu dzivokli. 



Pardosana ar m","3",61,"LT proj.",92000,5,5,"Kengarags","Maskavas 258","Maskavas"
"Ïðîäà¸òñÿ 2 êîìíàòíàÿ êâàðòèðà ñî âñåìè óäîáñòâàìè â öåíòðå ãîðî","2",54,"P. kara",108000,1,5,"Centrs","Bruninieku 12","Bruninieku"
"Çàñòðîéùèê ïðåäëàãàåò êâàðòèðó ñòóäèî òèïà â ðåíîâèðîâàííîì äîìå","1",32,"Renov.",76800,1,5,"Centrs","Birznieka-Upisa 10","Birznieka"
"2 istabu dzivoklis pa tieso no attistitaja, pilniba rekonstrueta","2",58,"Renov.",154440,3,6,"Centrs","Lacplesa 24","Lacplesa"
"Musdienigs dzivoklis Zunda pasazas (Udens 12) augseja stava. Net","2",65,"Specpr.",117000,5,5,"Kliversala","Ranka d. 33","Ranka"
"Pardosana ekskluzivs 3-istabu dzivoklis ar iestiklotu lodziju. T","3",73,"Cehu pr.",79700,2,12,"Kengarags","Maskavas 301","Maskavas"
"Musdienigs dzivoklis Zunda pasazas (Udens iela 12) augseja stava","2",65,"Specpr.",117000,5,5,"Agenskalns","Daugavgrivas 5","Daugavgrivas"
"Ïðîäà¸òñÿ ñâåòëàÿ è ïðîñòîðíàÿ êâàðòèðà â ñàìîì öåíòðå ãîðîäà, ó","2",58,"P. kara",95000,2,3,"Centrs","Adminu 5","Adminu"
"Ïðîäàåòñÿ 3 êîìíàòíàÿ êâàðòèðà. Äîì îáñëóæèâàåò SIA ""rnp''. Â îò","3",63,"602.",73500,4,9,"Imanta","Kurzemes pr. 62","Kurzemes"
"Tiek pardots vienistabas dzivoklis Ziepniekkalna. Dzivokla plano","1",34,"Hrusc.",29950,5,5,"Ziepniekkalns","Vadakstes 20","Vadakstes"
"Piedavajuma 2-istabu dzivoklis Aleksandra Caka iela pie Matisa i","2",46,"P. kara",79500,3,6,"Centrs","Caka 70","Caka"
"Pardosana unikals divu limenu 7 istabu dzivoklis renoveta eka.","Citi",326,"Renov.",424000,4,5,"Centrs","Barona 55","Barona"
"Pardosana 2 istabu dzivoklis, pirmskara laika maja, 59 m<U+00B2> platib","2",59,"P. kara",90500,3,5,"Centrs","Tomsona 22","Tomsona"
"Pardodu loti klusu un majigu dzivokli Rigas centra, maja atrodas","1",38,"Specpr.",60800,3,3,"Centrs","Erglu 12","Erglu"
"Iegadei pieejams plass cetru istabu dzivoklis Centra vesturiska","4",140,"P. kara",320000,4,5,"Centrs","Gertrudes 30","Gertrudes"
